"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"AMACR","1556695","VCV001556695","migraine","AMACR-Related Disorders | AMACR-related condition | AMACR-related disorder | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1559017","VCV001559017","migraine","AMACR-Related Disorders | AMACR-related condition | AMACR-related disorder | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1561853","VCV001561853","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1572737","VCV001572737","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1582904","VCV001582904","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1589029","VCV001589029","migraine","AMACR-Related Disorders | AMACR-related condition | AMACR-related disorder | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1592591","VCV001592591","migraine","Inborn genetic diseases | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1598846","VCV001598846","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Benign","""migraine""","ClinVar_XML"
"AMACR","1604344","VCV001604344","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD | not provided | none provided | Not provided","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1609004","VCV001609004","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1611295","VCV001611295","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1614898","VCV001614898","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1617118","VCV001617118","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1621248","VCV001621248","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Benign","""migraine""","ClinVar_XML"
"AMACR","1622955","VCV001622955","migraine","AMACR-related condition | AMACR-related disorder | AMACR-Related Disorders | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1626351","VCV001626351","migraine","AMACR-Related Disorders | AMACR-related condition | AMACR-related disorder | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1628119","VCV001628119","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1630505","VCV001630505","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1636456","VCV001636456","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1642231","VCV001642231","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1643849","VCV001643849","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1651645","VCV001651645","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1655906","VCV001655906","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1656454","VCV001656454","migraine","AMACR-related disorder | AMACR-Related Disorders | AMACR-related condition | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1663851","VCV001663851","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1664814","VCV001664814","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1670931","VCV001670931","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1674160","VCV001674160","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1675041","VCV001675041","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1710050","VCV001710050","migraine","not provided | none provided | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1719347","VCV001719347","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1895950","VCV001895950","migraine","not provided | none provided | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD | Inborn genetic diseases","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1896152","VCV001896152","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1900881","VCV001900881","migraine","Inborn genetic diseases | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1906226","VCV001906226","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1906406","VCV001906406","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1908369","VCV001908369","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1910165","VCV001910165","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1911836","VCV001911836","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1919648","VCV001919648","migraine","Inborn genetic diseases | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1924520","VCV001924520","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1925530","VCV001925530","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1931280","VCV001931280","migraine","Inborn genetic diseases | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1931283","VCV001931283","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1936017","VCV001936017","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1936315","VCV001936315","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1937286","VCV001937286","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1937380","VCV001937380","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1941978","VCV001941978","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1944229","VCV001944229","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1945335","VCV001945335","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD | Inborn genetic diseases","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1945553","VCV001945553","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1947591","VCV001947591","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1949782","VCV001949782","migraine","not specified | AllHighlyPenetrant | Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1950212","VCV001950212","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1955413","VCV001955413","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1961659","VCV001961659","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1963198","VCV001963198","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1967729","VCV001967729","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD | AMACR-related condition | AMACR-related disorder | AMACR-Related Disorders","Likely benign","""migraine""","ClinVar_XML"
"AMACR","1967865","VCV001967865","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1968281","VCV001968281","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1968861","VCV001968861","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1972149","VCV001972149","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1973565","VCV001973565","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1980053","VCV001980053","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1993674","VCV001993674","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1994166","VCV001994166","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1994187","VCV001994187","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1994800","VCV001994800","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","1998199","VCV001998199","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","2009242","VCV002009242","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","2010961","VCV002010961","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2012723","VCV002012723","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2016505","VCV002016505","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2019462","VCV002019462","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD | Inborn genetic diseases","Likely benign","""migraine""","ClinVar_XML"
"AMACR","2035268","VCV002035268","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","2047143","VCV002047143","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2058115","VCV002058115","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2075253","VCV002075253","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Benign","""migraine""","ClinVar_XML"
"AMACR","2077364","VCV002077364","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2087582","VCV002087582","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2090294","VCV002090294","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2091074","VCV002091074","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2092491","VCV002092491","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2092944","VCV002092944","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","2095208","VCV002095208","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2097505","VCV002097505","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2097583","VCV002097583","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2097866","VCV002097866","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2100651","VCV002100651","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Likely benign","""migraine""","ClinVar_XML"
"AMACR","2104912","VCV002104912","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2110353","VCV002110353","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2110450","VCV002110450","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2110923","VCV002110923","migraine","AMACR deficiency | Alpha-methylacyl-CoA racemase deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
"AMACR","2120383","VCV002120383","migraine","Alpha-methylacyl-CoA racemase deficiency | AMACR deficiency | AMACRD","Uncertain significance","""migraine""","ClinVar_XML"
