"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"APC","3882450","VCV003882450","cancer","Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome | Neoplastic Syndromes, Hereditary","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3892980","VCV003892980","cancer","Colorectal cancer, somatic | Malignant Colorectal Neoplasm | Colorectal cancer | CRC | FIBROMATOSIS, FAMILIAL INFILTRATIVE | Desmoid disease, hereditary | FIF | DESMD | FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1 | Malignant tumor of stomach | Stomach cancer | Gastric cancer | Polyposis, gastric, Dos Santos and de Magalhaes 1980 | POLYPOSIS, GASTRIC | Gastric adenocarcinoma and proximal polyposis of the stomach | GAPPS | POLYPOSIS OF GASTRIC FUNDUS WITHOUT POLYPOSIS COLI | Hepatocellular carcinoma | Primary carcinoma of liver | HEPATOMA | LIVER CELL CARCINOMA | HCC | LCC","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3892981","VCV003892981","cancer","Colorectal cancer, somatic | Malignant Colorectal Neoplasm | Colorectal cancer | CRC | FIBROMATOSIS, FAMILIAL INFILTRATIVE | Desmoid disease, hereditary | FIF | DESMD | FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1 | Malignant tumor of stomach | Stomach cancer | Gastric cancer | Polyposis, gastric, Dos Santos and de Magalhaes 1980 | POLYPOSIS, GASTRIC | Gastric adenocarcinoma and proximal polyposis of the stomach | GAPPS | POLYPOSIS OF GASTRIC FUNDUS WITHOUT POLYPOSIS COLI | Hepatocellular carcinoma | Primary carcinoma of liver | HEPATOMA | LIVER CELL CARCINOMA | HCC | LCC","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3893662","VCV003893662","cancer","Hereditary cancer-predisposing syndrome | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome | Neoplastic Syndromes, Hereditary | Tumor predisposition","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3901084","VCV003901084","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3927853","VCV003927853","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3927910","VCV003927910","cancer","Hereditary cancer-predisposing syndrome | Neoplastic Syndromes, Hereditary | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome | FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3928029","VCV003928029","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3928416","VCV003928416","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3929678","VCV003929678","cancer","Hereditary cancer-predisposing syndrome | Hereditary Cancer Syndrome | Neoplastic Syndromes, Hereditary | Tumor predisposition | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","3930026","VCV003930026","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4056171","VCV004056171","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4077023","VCV004077023","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4077024","VCV004077024","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4077025","VCV004077025","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4119241","VCV004119241","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4119362","VCV004119362","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4119594","VCV004119594","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4120407","VCV004120407","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4121320","VCV004121320","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4121635","VCV004121635","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1 | Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4121680","VCV004121680","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4293618","VCV004293618","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4575262","VCV004575262","cancer","Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Neoplastic Syndromes, Hereditary | Hereditary neoplastic syndrome | FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4582964","VCV004582964","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4586031","VCV004586031","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4587033","VCV004587033","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1 | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Neoplastic Syndromes, Hereditary | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4590693","VCV004590693","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4592394","VCV004592394","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4597378","VCV004597378","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"APC","4719954","VCV004719954","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4720143","VCV004720143","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4720160","VCV004720160","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4720236","VCV004720236","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4720419","VCV004720419","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4720564","VCV004720564","cancer","POLYPOSIS, ADENOMATOUS INTESTINAL | FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | FAP1","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4720721","VCV004720721","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4720938","VCV004720938","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4721276","VCV004721276","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4721654","VCV004721654","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4722135","VCV004722135","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4722417","VCV004722417","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4722675","VCV004722675","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4722714","VCV004722714","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4723349","VCV004723349","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4723854","VCV004723854","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4724383","VCV004724383","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4724391","VCV004724391","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4724695","VCV004724695","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4725424","VCV004725424","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4725542","VCV004725542","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4725724","VCV004725724","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4725998","VCV004725998","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4726270","VCV004726270","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4726312","VCV004726312","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | Familial adenomatous polyposis 1 | POLYPOSIS, ADENOMATOUS INTESTINAL | FAP1","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4726319","VCV004726319","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1 | Neoplastic Syndromes, Hereditary | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome | Hereditary cancer-predisposing syndrome | Tumor predisposition","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"APC","4727143","VCV004727143","cancer","FAMILIAL ADENOMATOUS POLYPOSIS 1, ATTENUATED | POLYPOSIS, ADENOMATOUS INTESTINAL | Familial adenomatous polyposis 1 | FAP1","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
