Gene,Frequency,Databases,Coverage_Percentage
RP11-661A12.5,2,"gtex, gtex_prioritized",22.22222222222222
STAG3L5P,2,"gtex, gtex_prioritized",22.22222222222222
NBPF3,2,"gtex, gtex_prioritized",22.22222222222222
THNSL2,2,"gtex, gtex_prioritized",22.22222222222222
C17orf97,2,"gtex, gtex_prioritized",22.22222222222222
RPL9,2,"gtex, gtex_prioritized",22.22222222222222
PWP2,2,"gtex, gtex_prioritized",22.22222222222222
AC104135.2,2,"gtex, gtex_prioritized",22.22222222222222
NPIPB2,2,"gtex, gtex_prioritized",22.22222222222222
WBSCR27,2,"gtex, gtex_prioritized",22.22222222222222
HLA-DQB2,2,"gtex, gtex_prioritized",22.22222222222222
SMDT1,2,"gtex, gtex_prioritized",22.22222222222222
LINC01504,2,"gtex, gtex_prioritized",22.22222222222222
WASH2P,2,"gtex, gtex_prioritized",22.22222222222222
NBPF26,2,"gtex, gtex_prioritized",22.22222222222222
TYW1B,2,"gtex, gtex_prioritized",22.22222222222222
RNASEH1-AS1,2,"gtex, gtex_prioritized",22.22222222222222
PILRB,2,"gtex, gtex_prioritized",22.22222222222222
CPNE1,2,"gtex, gtex_prioritized",22.22222222222222
RBL2,2,"gtex, gtex_prioritized",22.22222222222222
CEP192,2,"gtex, gtex_prioritized",22.22222222222222
ADGRL2,2,"opentargets, pubmed",22.22222222222222
PMP22,2,"clinvar, opentargets",22.22222222222222
PAGR1,2,"clinvar, opentargets",22.22222222222222
PDE3A,2,"clinvar, opentargets",22.22222222222222
CACNA1C,2,"opentargets, pubmed",22.22222222222222
CACNA1F,2,"opentargets, pubmed",22.22222222222222
PGR,2,"opentargets, pubmed",22.22222222222222
PPOX,2,"clinvar, opentargets",22.22222222222222
GRIK4,2,"opentargets, pubmed",22.22222222222222
HTR7,2,"opentargets, pubmed",22.22222222222222
CRP,2,"opentargets, pubmed",22.22222222222222
CACNA1I,2,"opentargets, pubmed",22.22222222222222
DRD3,2,"opentargets, pubmed",22.22222222222222
DRD4,2,"opentargets, pubmed",22.22222222222222
HMGCR,2,"opentargets, pubmed",22.22222222222222
CCDC134,2,"opentargets, pubmed",22.22222222222222
MTND5,2,"clinvar, omim",22.22222222222222
MMP16,2,"opentargets, pubmed",22.22222222222222
AGTR1,2,"opentargets, pubmed",22.22222222222222
REEP3,2,"opentargets, pubmed",22.22222222222222
DRD2,2,"opentargets, pubmed",22.22222222222222
SLC6A3,2,"opentargets, pubmed",22.22222222222222
HTR2C,2,"opentargets, pubmed",22.22222222222222
HTR2B,2,"opentargets, pubmed",22.22222222222222
MRPL21,2,"gtex, gtex_prioritized",22.22222222222222
BTN3A2,2,"gtex, gtex_prioritized",22.22222222222222
KLHL7-AS1,2,"gtex, gtex_prioritized",22.22222222222222
FN3KRP,2,"gtex, gtex_prioritized",22.22222222222222
PKD1P5,2,"gtex, gtex_prioritized",22.22222222222222
CICP14,2,"gtex, gtex_prioritized",22.22222222222222
AGAP4,2,"gtex, gtex_prioritized",22.22222222222222
ZNF559,2,"gtex, gtex_prioritized",22.22222222222222
LSG1,2,"gtex, gtex_prioritized",22.22222222222222
SRD5A3,2,"gtex, gtex_prioritized",22.22222222222222
MOSPD2,2,"gtex, gtex_prioritized",22.22222222222222
APIP,2,"gtex, gtex_prioritized",22.22222222222222
TAPBPL,2,"gtex, gtex_prioritized",22.22222222222222
AP003068.23,2,"gtex, gtex_prioritized",22.22222222222222
ZNF660,2,"gtex, gtex_prioritized",22.22222222222222
ZRSR2,2,"gtex, gtex_prioritized",22.22222222222222
SNHG17,2,"gtex, gtex_prioritized",22.22222222222222
AP006621.5,2,"gtex, gtex_prioritized",22.22222222222222
BTNL3,2,"gtex, gtex_prioritized",22.22222222222222
AP000351.4,2,"gtex, gtex_prioritized",22.22222222222222
DNAJC15,2,"gtex, gtex_prioritized",22.22222222222222
ZNF718,2,"gtex, gtex_prioritized",22.22222222222222
EXOSC6,2,"gtex, gtex_prioritized",22.22222222222222
PNMA6B,2,"gtex, gtex_prioritized",22.22222222222222
RP11-109L13.1,2,"gtex, gtex_prioritized",22.22222222222222
PPIL3,2,"gtex, gtex_prioritized",22.22222222222222
SPATA20,2,"gtex, gtex_prioritized",22.22222222222222
RPL36P4,2,"gtex, gtex_prioritized",22.22222222222222
EFCAB2,2,"gtex, gtex_prioritized",22.22222222222222
SNX19,2,"gtex, gtex_prioritized",22.22222222222222
NT5C3B,2,"gtex, gtex_prioritized",22.22222222222222
RP11-98I9.4,2,"gtex, gtex_prioritized",22.22222222222222
PRDX2,2,"clinvar, opentargets",22.22222222222222
PRLR,2,"clinvar, opentargets",22.22222222222222
PFKFB4,2,"clinvar, gwasrapidd",22.22222222222222
PRKXP1,2,"gtex, gtex_prioritized",22.22222222222222
AGAP9,2,"gtex, gtex_prioritized",22.22222222222222
CTC-459F4.1,2,"gtex, gtex_prioritized",22.22222222222222
TRIM52-AS1,2,"gtex, gtex_prioritized",22.22222222222222
MGRN1,2,"gtex, gtex_prioritized",22.22222222222222
LINC00960,2,"gtex, gtex_prioritized",22.22222222222222
CTB-171A8.1,2,"gtex, gtex_prioritized",22.22222222222222
TAS2R64P,2,"gtex, gtex_prioritized",22.22222222222222
RP1-283E3.4,2,"gtex, gtex_prioritized",22.22222222222222
STX2,2,"gtex, gtex_prioritized",22.22222222222222
RP11-43F13.1,2,"gtex, gtex_prioritized",22.22222222222222
LINC00680,2,"gtex, gtex_prioritized",22.22222222222222
SLC26A1,2,"gtex, gtex_prioritized",22.22222222222222
LINC00339,2,"gtex, gtex_prioritized",22.22222222222222
AP3S2,2,"gtex, gtex_prioritized",22.22222222222222
WDR18,2,"gtex, gtex_prioritized",22.22222222222222
FAHD1,2,"gtex, gtex_prioritized",22.22222222222222
XXbac-BPG181B23.7,2,"gtex, gtex_prioritized",22.22222222222222
SIRPB1,2,"gtex, gtex_prioritized",22.22222222222222
TUBBP5,2,"gtex, gtex_prioritized",22.22222222222222
ZNF300P1,2,"gtex, gtex_prioritized",22.22222222222222
FTSJ3,2,"gtex, gtex_prioritized",22.22222222222222
NBPF8,2,"gtex, gtex_prioritized",22.22222222222222
LINC01730,2,"gtex, gtex_prioritized",22.22222222222222
RP5-1092A3.4,2,"gtex, gtex_prioritized",22.22222222222222
RPA2,2,"gtex, gtex_prioritized",22.22222222222222
AP000350.6,2,"gtex, gtex_prioritized",22.22222222222222
MDGA1,2,"gtex, gtex_prioritized",22.22222222222222
ATP6AP1L,2,"gtex, gtex_prioritized",22.22222222222222
RP11-262H14.3,2,"gtex, gtex_prioritized",22.22222222222222
AC125232.1,2,"gtex, gtex_prioritized",22.22222222222222
RP11-274B21.4,2,"gtex, gtex_prioritized",22.22222222222222
RP11-685N10.1,2,"gtex, gtex_prioritized",22.22222222222222
GPX7,2,"gtex, gtex_prioritized",22.22222222222222
DGKQ,2,"gtex, gtex_prioritized",22.22222222222222
MRPL23,2,"gtex, gtex_prioritized",22.22222222222222
NSFP1,2,"gtex, gtex_prioritized",22.22222222222222
PALM3,2,"gtex, gtex_prioritized",22.22222222222222
CCT6P3,2,"gtex, gtex_prioritized",22.22222222222222
LINC01293,2,"gtex, gtex_prioritized",22.22222222222222
IGHV7-4-1,2,"gtex, gtex_prioritized",22.22222222222222
SYTL4,2,"gtex, gtex_prioritized",22.22222222222222
DLG5,2,"gtex, gtex_prioritized",22.22222222222222
RGN,2,"gtex, gtex_prioritized",22.22222222222222
IQGAP1,2,"gtex, gtex_prioritized",22.22222222222222
DCTN5,2,"gtex, gtex_prioritized",22.22222222222222
HEATR3,2,"gtex, gtex_prioritized",22.22222222222222
CD151,2,"gtex, gtex_prioritized",22.22222222222222
GLMP,2,"gtex, gtex_prioritized",22.22222222222222
ACTBP8,2,"gtex, gtex_prioritized",22.22222222222222
IGHV5-10-1,2,"gtex, gtex_prioritized",22.22222222222222
U2AF1L4,2,"gtex, gtex_prioritized",22.22222222222222
LINC01535,2,"gtex, gtex_prioritized",22.22222222222222
NBR2,2,"gtex, gtex_prioritized",22.22222222222222
MRE11,2,"gtex, gtex_prioritized",22.22222222222222
WFIKKN1,2,"gtex, gtex_prioritized",22.22222222222222
ZNF749,2,"gtex, gtex_prioritized",22.22222222222222
RP11-20I23.13,2,"gtex, gtex_prioritized",22.22222222222222
CTD-2651B20.3,2,"gtex, gtex_prioritized",22.22222222222222
GTF2H2B,2,"gtex, gtex_prioritized",22.22222222222222
CLEC12A,2,"gtex, gtex_prioritized",22.22222222222222
RP11-613D13.10,2,"gtex, gtex_prioritized",22.22222222222222
ZC3H3,2,"gtex, gtex_prioritized",22.22222222222222
CBLN3,2,"gtex, gtex_prioritized",22.22222222222222
SERPINB9P1,2,"gtex, gtex_prioritized",22.22222222222222
CRIPAK,2,"gtex, gtex_prioritized",22.22222222222222
USP32P2,2,"gtex, gtex_prioritized",22.22222222222222
ANAPC13,2,"gtex, gtex_prioritized",22.22222222222222
CTD-2303H24.2,2,"gtex, gtex_prioritized",22.22222222222222
AMZ2P1,2,"gtex, gtex_prioritized",22.22222222222222
PDXDC2P,2,"gtex, gtex_prioritized",22.22222222222222
RP11-274B21.3,2,"gtex, gtex_prioritized",22.22222222222222
BEGAIN,2,"gtex, gtex_prioritized",22.22222222222222
LRRC37A,2,"gtex, gtex_prioritized",22.22222222222222
AC007966.1,2,"gtex, gtex_prioritized",22.22222222222222
SETD9,2,"gtex, gtex_prioritized",22.22222222222222
DDTL,2,"gtex, gtex_prioritized",22.22222222222222
TRIM66,2,"gtex, gtex_prioritized",22.22222222222222
RP3-465N24.5,2,"gtex, gtex_prioritized",22.22222222222222
IGLV1-41,2,"gtex, gtex_prioritized",22.22222222222222
WI2-1896O14.1,2,"gtex, gtex_prioritized",22.22222222222222
NSUN2,2,"gtex, gtex_prioritized",22.22222222222222
LINC00865,2,"gtex, gtex_prioritized",22.22222222222222
RP11-536G4.2,2,"gtex, gtex_prioritized",22.22222222222222
FLCN,2,"gtex, gtex_prioritized",22.22222222222222
HRAT92,2,"gtex, gtex_prioritized",22.22222222222222
AF001548.5,2,"gtex, gtex_prioritized",22.22222222222222
C21orf2,2,"gtex, gtex_prioritized",22.22222222222222
ANKRD36B,2,"gtex, gtex_prioritized",22.22222222222222
FIGNL1,2,"gtex, gtex_prioritized",22.22222222222222
ST20,2,"gtex, gtex_prioritized",22.22222222222222
TTC12,2,"gtex, gtex_prioritized",22.22222222222222
RPL36AL,2,"gtex, gtex_prioritized",22.22222222222222
ESPNL,2,"gtex, gtex_prioritized",22.22222222222222
RP11-334C17.5,2,"gtex, gtex_prioritized",22.22222222222222
PRRG3,2,"gtex, gtex_prioritized",22.22222222222222
C1orf174,2,"gtex, gtex_prioritized",22.22222222222222
RP11-678G14.3,2,"gtex, gtex_prioritized",22.22222222222222
UMODL1-AS1,2,"gtex, gtex_prioritized",22.22222222222222
MASTL,2,"gtex, gtex_prioritized",22.22222222222222
GTF2IRD2,2,"gtex, gtex_prioritized",22.22222222222222
PADI2,2,"gtex, gtex_prioritized",22.22222222222222
TREML5P,2,"gtex, gtex_prioritized",22.22222222222222
PRUNE2,2,"gtex, gtex_prioritized",22.22222222222222
GRHPR,2,"gtex, gtex_prioritized",22.22222222222222
MFSD9,2,"gtex, gtex_prioritized",22.22222222222222
SMG5,2,"gtex, gtex_prioritized",22.22222222222222
GOLM1,2,"gtex, gtex_prioritized",22.22222222222222
ACCS,2,"gtex, gtex_prioritized",22.22222222222222
ASAH2,2,"gtex, gtex_prioritized",22.22222222222222
CLHC1,2,"gtex, gtex_prioritized",22.22222222222222
KNOP1,2,"gtex, gtex_prioritized",22.22222222222222
RMI2,2,"gtex, gtex_prioritized",22.22222222222222
RP11-114H24.2,2,"gtex, gtex_prioritized",22.22222222222222
ROCK1P1,2,"gtex, gtex_prioritized",22.22222222222222
SYPL2,2,"gtex, gtex_prioritized",22.22222222222222
SLC12A7,2,"gtex, gtex_prioritized",22.22222222222222
CTA-29F11.1,2,"gtex, gtex_prioritized",22.22222222222222
FOXRED1,2,"gtex, gtex_prioritized",22.22222222222222
BEX5,2,"gtex, gtex_prioritized",22.22222222222222
RP4-564F22.5,2,"gtex, gtex_prioritized",22.22222222222222
LINC01273,2,"gtex, gtex_prioritized",22.22222222222222
NPHP3,2,"gtex, gtex_prioritized",22.22222222222222
GTF2H2,2,"gtex, gtex_prioritized",22.22222222222222
ANKRD20A7P,2,"gtex, gtex_prioritized",22.22222222222222
RP11-274B21.2,2,"gtex, gtex_prioritized",22.22222222222222
STAG3L4,2,"gtex, gtex_prioritized",22.22222222222222
RP11-356C4.5,2,"gtex, gtex_prioritized",22.22222222222222
SLC5A11,2,"gtex, gtex_prioritized",22.22222222222222
GSTT2B,2,"gtex, gtex_prioritized",22.22222222222222
FBLL1,2,"gtex, gtex_prioritized",22.22222222222222
TMEM9B-AS1,2,"gtex, gtex_prioritized",22.22222222222222
GSTT2,2,"gtex, gtex_prioritized",22.22222222222222
PCAT18,2,"gtex, gtex_prioritized",22.22222222222222
RP11-605F22.2,2,"gtex, gtex_prioritized",22.22222222222222
ADK,2,"gtex, gtex_prioritized",22.22222222222222
NAPSB,2,"gtex, gtex_prioritized",22.22222222222222
TFIP11,2,"gtex, gtex_prioritized",22.22222222222222
LRRFIP2,2,"gtex, gtex_prioritized",22.22222222222222
MILR1,2,"gtex, gtex_prioritized",22.22222222222222
IGHV1-3,2,"gtex, gtex_prioritized",22.22222222222222
CORO6,2,"gtex, gtex_prioritized",22.22222222222222
CEACAM21,2,"gtex, gtex_prioritized",22.22222222222222
VASH1,2,"gtex, gtex_prioritized",22.22222222222222
IGHV3-64D,2,"gtex, gtex_prioritized",22.22222222222222
IGHV4-4,2,"gtex, gtex_prioritized",22.22222222222222
INCENP,2,"gtex, gtex_prioritized",22.22222222222222
CFD,2,"gtex, gtex_prioritized",22.22222222222222
TUBB2A,2,"gtex, gtex_prioritized",22.22222222222222
SEPT2,2,"gtex, gtex_prioritized",22.22222222222222
CTC-510F12.4,2,"gtex, gtex_prioritized",22.22222222222222
CELSR1,2,"gtex, gtex_prioritized",22.22222222222222
TMEM105,2,"gtex, gtex_prioritized",22.22222222222222
FOLR3,2,"gtex, gtex_prioritized",22.22222222222222
RNPEP,2,"gtex, gtex_prioritized",22.22222222222222
CLEC12B,2,"gtex, gtex_prioritized",22.22222222222222
JUP,2,"gtex, gtex_prioritized",22.22222222222222
AHSA2,2,"gtex, gtex_prioritized",22.22222222222222
GM2A,2,"gtex, gtex_prioritized",22.22222222222222
RP11-459O1.2,2,"gtex, gtex_prioritized",22.22222222222222
TREML4,2,"gtex, gtex_prioritized",22.22222222222222
PAQR6,2,"gtex, gtex_prioritized",22.22222222222222
C3AR1,2,"gtex, gtex_prioritized",22.22222222222222
PKHD1L1,2,"gtex, gtex_prioritized",22.22222222222222
RP11-319F12.2,2,"gtex, gtex_prioritized",22.22222222222222
MTTQ,2,"clinvar, omim",22.22222222222222
MT-TS1,2,"clinvar, hpo",22.22222222222222
MT-TS2,2,"clinvar, hpo",22.22222222222222
MT-TV,2,"clinvar, hpo",22.22222222222222
MT-TW,2,"clinvar, hpo",22.22222222222222
FOS,2,"opentargets, pubmed",22.22222222222222
NFIX,2,"clinvar, hpo",22.22222222222222
MTTV,2,"clinvar, omim",22.22222222222222
MMP3,2,"opentargets, pubmed",22.22222222222222
APOB,2,"opentargets, pubmed",22.22222222222222
SIRT1,2,"opentargets, pubmed",22.22222222222222
KCNN3,2,"opentargets, pubmed",22.22222222222222
COMT,2,"opentargets, pubmed",22.22222222222222
HP,2,"opentargets, pubmed",22.22222222222222
PON1,2,"opentargets, pubmed",22.22222222222222
MTTL1,2,"clinvar, omim",22.22222222222222
RSPH6A,2,"opentargets, pubmed",22.22222222222222
UTS2,2,"opentargets, pubmed",22.22222222222222
CACNA1D,2,"opentargets, pubmed",22.22222222222222
CACNB2,2,"opentargets, pubmed",22.22222222222222
APOE,2,"opentargets, pubmed",22.22222222222222
HCRTR1,2,"opentargets, pubmed",22.22222222222222
PYCR1,2,"clinvar, opentargets",22.22222222222222
TBC1D7,2,"opentargets, pubmed",22.22222222222222
PSD4,2,"gtex, gtex_prioritized",22.22222222222222
LGALS9,2,"gtex, gtex_prioritized",22.22222222222222
BTNL8,2,"gtex, gtex_prioritized",22.22222222222222
LL22NC03-80A10.6,2,"gtex, gtex_prioritized",22.22222222222222
ERP27,2,"gtex, gtex_prioritized",22.22222222222222
RP1-178F15.4,2,"gtex, gtex_prioritized",22.22222222222222
LTK,2,"gtex, gtex_prioritized",22.22222222222222
LGALS2,2,"gtex, gtex_prioritized",22.22222222222222
CYS1,2,"gtex, gtex_prioritized",22.22222222222222
FBN3,2,"gtex, gtex_prioritized",22.22222222222222
EPHA1-AS1,2,"gtex, gtex_prioritized",22.22222222222222
SULT1A2,2,"gtex, gtex_prioritized",22.22222222222222
SH2D3A,2,"gtex, gtex_prioritized",22.22222222222222
FAM3B,2,"gtex, gtex_prioritized",22.22222222222222
MOSPD3,2,"gtex, gtex_prioritized",22.22222222222222
CLEC4C,2,"gtex, gtex_prioritized",22.22222222222222
DAGLB,2,"gtex, gtex_prioritized",22.22222222222222
CEACAMP3,2,"gtex, gtex_prioritized",22.22222222222222
KIR2DS4,2,"gtex, gtex_prioritized",22.22222222222222
PPDPF,2,"gtex, gtex_prioritized",22.22222222222222
PFN1P2,2,"gtex, gtex_prioritized",22.22222222222222
ARPIN,2,"gtex, gtex_prioritized",22.22222222222222
RP1-229K20.8,2,"gtex, gtex_prioritized",22.22222222222222
ANKRD20A4,2,"gtex, gtex_prioritized",22.22222222222222
CDC16,2,"gtex, gtex_prioritized",22.22222222222222
UAP1L1,2,"gtex, gtex_prioritized",22.22222222222222
LINC00958,2,"gtex, gtex_prioritized",22.22222222222222
LCN8,2,"gtex, gtex_prioritized",22.22222222222222
B4GALNT3,2,"gtex, gtex_prioritized",22.22222222222222
TSGA10,2,"gtex, gtex_prioritized",22.22222222222222
SHTN1,2,"gtex, gtex_prioritized",22.22222222222222
MIR6891,2,"gtex, gtex_prioritized",22.22222222222222
MYH6,2,"clinvar, opentargets",22.22222222222222
NACC1,2,"clinvar, gwasrapidd",22.22222222222222
MTATP6,2,"clinvar, omim",22.22222222222222
CADM1,2,"gtex, gtex_prioritized",22.22222222222222
LIPN,2,"gtex, gtex_prioritized",22.22222222222222
VSIG8,2,"gtex, gtex_prioritized",22.22222222222222
GRK4,2,"gtex, gtex_prioritized",22.22222222222222
MMP25,2,"gtex, gtex_prioritized",22.22222222222222
APOBEC3B,2,"gtex, gtex_prioritized",22.22222222222222
BAK1,2,"gtex, gtex_prioritized",22.22222222222222
TREML3P,2,"gtex, gtex_prioritized",22.22222222222222
SKAP2,2,"gtex, gtex_prioritized",22.22222222222222
DBF4B,2,"gtex, gtex_prioritized",22.22222222222222
RP11-18H21.1,2,"gtex, gtex_prioritized",22.22222222222222
RPH3A,2,"gtex, gtex_prioritized",22.22222222222222
CAST,2,"gtex, gtex_prioritized",22.22222222222222
NFXL1,2,"gtex, gtex_prioritized",22.22222222222222
CPA5,2,"gtex, gtex_prioritized",22.22222222222222
NIPAL2,2,"gtex, gtex_prioritized",22.22222222222222
NAGK,2,"gtex, gtex_prioritized",22.22222222222222
LARS,2,"gtex, gtex_prioritized",22.22222222222222
LRRC6,2,"gtex, gtex_prioritized",22.22222222222222
LL22NC03-86G7.1,2,"gtex, gtex_prioritized",22.22222222222222
RP11-10A14.5,2,"gtex, gtex_prioritized",22.22222222222222
CCDC57,2,"gtex, gtex_prioritized",22.22222222222222
CHST13,2,"gtex, gtex_prioritized",22.22222222222222
ABCA7,2,"gtex, gtex_prioritized",22.22222222222222
S100P,2,"gtex, gtex_prioritized",22.22222222222222
ZNF641,2,"gtex, gtex_prioritized",22.22222222222222
ZFP90,2,"gtex, gtex_prioritized",22.22222222222222
C4BPA,2,"gtex, gtex_prioritized",22.22222222222222
RP1-229K20.9,2,"gtex, gtex_prioritized",22.22222222222222
ACP6,2,"gtex, gtex_prioritized",22.22222222222222
ZYX,2,"gtex, gtex_prioritized",22.22222222222222
TTYH3,2,"gtex, gtex_prioritized",22.22222222222222
C7orf25,2,"gtex, gtex_prioritized",22.22222222222222
PRPF4,2,"gtex, gtex_prioritized",22.22222222222222
AP000648.5,2,"gtex, gtex_prioritized",22.22222222222222
LINC01806,2,"gtex, gtex_prioritized",22.22222222222222
HLA-DPB2,2,"gtex, gtex_prioritized",22.22222222222222
PPFIA1,2,"gtex, gtex_prioritized",22.22222222222222
F2R,2,"gtex, gtex_prioritized",22.22222222222222
RP11-325P15.1,2,"gtex, gtex_prioritized",22.22222222222222
LMO7-AS1,2,"gtex, gtex_prioritized",22.22222222222222
CTA-390C10.10,2,"gtex, gtex_prioritized",22.22222222222222
AMZ1,2,"gtex, gtex_prioritized",22.22222222222222
METTL26,2,"gtex, gtex_prioritized",22.22222222222222
TAF1C,2,"gtex, gtex_prioritized",22.22222222222222
RGPD8,2,"gtex, gtex_prioritized",22.22222222222222
MRPS10,2,"gtex, gtex_prioritized",22.22222222222222
NTPCR,2,"gtex, gtex_prioritized",22.22222222222222
SPTBN5,2,"gtex, gtex_prioritized",22.22222222222222
GUCY1B2,2,"gtex, gtex_prioritized",22.22222222222222
UGT2B4,2,"gtex, gtex_prioritized",22.22222222222222
VPS28,2,"gtex, gtex_prioritized",22.22222222222222
GTF2IP14,2,"gtex, gtex_prioritized",22.22222222222222
NSUN4,2,"gtex, gtex_prioritized",22.22222222222222
SH3BP1,2,"gtex, gtex_prioritized",22.22222222222222
ZNF429,2,"gtex, gtex_prioritized",22.22222222222222
PEX11G,2,"gtex, gtex_prioritized",22.22222222222222
TRMT12,2,"gtex, gtex_prioritized",22.22222222222222
IGHV1-2,2,"gtex, gtex_prioritized",22.22222222222222
IFITM3,2,"gtex, gtex_prioritized",22.22222222222222
RP11-532F6.3,2,"gtex, gtex_prioritized",22.22222222222222
HOTAIRM1,2,"gtex, gtex_prioritized",22.22222222222222
TMEM9,2,"gtex, gtex_prioritized",22.22222222222222
MARK4,2,"gtex, gtex_prioritized",22.22222222222222
CD22,2,"gtex, gtex_prioritized",22.22222222222222
MFSD14B,2,"gtex, gtex_prioritized",22.22222222222222
IGHV3-48,2,"gtex, gtex_prioritized",22.22222222222222
MYO15B,2,"gtex, gtex_prioritized",22.22222222222222
PLP2,2,"gtex, gtex_prioritized",22.22222222222222
THAP7-AS1,2,"gtex, gtex_prioritized",22.22222222222222
JAKMIP3,2,"gtex, gtex_prioritized",22.22222222222222
RP11-274B21.13,2,"gtex, gtex_prioritized",22.22222222222222
C10orf107,2,"gtex, gtex_prioritized",22.22222222222222
TRIM4,2,"gtex, gtex_prioritized",22.22222222222222
NQO2,2,"gtex, gtex_prioritized",22.22222222222222
SLC12A8,2,"gtex, gtex_prioritized",22.22222222222222
RP11-378A13.1,2,"gtex, gtex_prioritized",22.22222222222222
TMEM50B,2,"gtex, gtex_prioritized",22.22222222222222
ZNF436,2,"gtex, gtex_prioritized",22.22222222222222
IL21R-AS1,2,"gtex, gtex_prioritized",22.22222222222222
RP11-129M16.4,2,"gtex, gtex_prioritized",22.22222222222222
PSCA,2,"gtex, gtex_prioritized",22.22222222222222
KNSTRN,2,"gtex, gtex_prioritized",22.22222222222222
TVP23B,2,"gtex, gtex_prioritized",22.22222222222222
BBS2,2,"gtex, gtex_prioritized",22.22222222222222
CTSW,2,"gtex, gtex_prioritized",22.22222222222222
CTD-2270P14.5,2,"gtex, gtex_prioritized",22.22222222222222
ICA1,2,"gtex, gtex_prioritized",22.22222222222222
CTD-2017D11.1,2,"gtex, gtex_prioritized",22.22222222222222
ZNF589,2,"gtex, gtex_prioritized",22.22222222222222
