Gene,Phenotype,Analysis_Date
C1QBP,migraine,2026-04-09 21:32:48
C1QL1,migraine,2026-04-09 21:32:48
C1QL3,migraine,2026-04-09 21:32:48
C1QTNF3,migraine,2026-04-09 21:32:48
C1QTNF3-AMACR,migraine,2026-04-09 21:32:48
C1orf122,migraine,2026-04-09 21:32:48
C1orf174,migraine,2026-04-09 21:32:48
C1orf185,migraine,2026-04-09 21:32:48
C1orf87,migraine,2026-04-09 21:32:48
C2,migraine,2026-04-09 21:32:48
C2-AS1,migraine,2026-04-09 21:32:48
C20orf181,migraine,2026-04-09 21:32:48
C20orf203,migraine,2026-04-09 21:32:48
C20orf96,migraine,2026-04-09 21:32:48
C21orf140,migraine,2026-04-09 21:32:48
C21orf2,migraine,2026-04-09 21:32:48
C21orf33,migraine,2026-04-09 21:32:48
C2orf27A,migraine,2026-04-09 21:32:48
C2orf54,migraine,2026-04-09 21:32:48
C2orf74,migraine,2026-04-09 21:32:48
C3,migraine,2026-04-09 21:32:48
C3AR1,migraine,2026-04-09 21:32:48
C3orf38,migraine,2026-04-09 21:32:48
C3orf49,migraine,2026-04-09 21:32:48
C4A,migraine,2026-04-09 21:32:48
C4A-AS1,migraine,2026-04-09 21:32:48
C4B,migraine,2026-04-09 21:32:48
C4B-AS1,migraine,2026-04-09 21:32:48
C4BPA,migraine,2026-04-09 21:32:48
C4orf46P1,migraine,2026-04-09 21:32:48
C5,migraine,2026-04-09 21:32:48
C5AR1,migraine,2026-04-09 21:32:48
C5orf15,migraine,2026-04-09 21:32:48
C6orf15,migraine,2026-04-09 21:32:48
C6orf25,migraine,2026-04-09 21:32:48
C7orf10,migraine,2026-04-09 21:32:48
C7orf25,migraine,2026-04-09 21:32:48
C8orf88,migraine,2026-04-09 21:32:48
C9orf72,migraine,2026-04-09 21:32:48
CA1,migraine,2026-04-09 21:32:48
CA12,migraine,2026-04-09 21:32:48
CA2,migraine,2026-04-09 21:32:48
CA4,migraine,2026-04-09 21:32:48
CA5A,migraine,2026-04-09 21:32:48
CA6,migraine,2026-04-09 21:32:48
CA8,migraine,2026-04-09 21:32:48
CA9,migraine,2026-04-09 21:32:48
CAC1A1A,migraine,2026-04-09 21:32:48
CACH4,migraine,2026-04-09 21:32:48
CACN3,migraine,2026-04-09 21:32:48
CACNA1A,migraine,2026-04-09 21:32:48
CACNA1A.,migraine,2026-04-09 21:32:48
CACNA1B,migraine,2026-04-09 21:32:48
CACNA1B-AS1,migraine,2026-04-09 21:32:48
CACNA1B-AS2,migraine,2026-04-09 21:32:48
CACNA1C,migraine,2026-04-09 21:32:48
CACNA1D,migraine,2026-04-09 21:32:48
CACNA1E,migraine,2026-04-09 21:32:48
CACNA1F,migraine,2026-04-09 21:32:48
CACNA1G,migraine,2026-04-09 21:32:48
CACNA1H,migraine,2026-04-09 21:32:48
CACNA1I,migraine,2026-04-09 21:32:48
CACNA1S,migraine,2026-04-09 21:32:48
CACNA2D1,migraine,2026-04-09 21:32:48
CACNA2D2,migraine,2026-04-09 21:32:48
CACNA2D3,migraine,2026-04-09 21:32:48
CACNA2D4,migraine,2026-04-09 21:32:48
CACNB1,migraine,2026-04-09 21:32:48
CACNB2,migraine,2026-04-09 21:32:48
CACNB3,migraine,2026-04-09 21:32:48
CACNB4,migraine,2026-04-09 21:32:48
CACNG1,migraine,2026-04-09 21:32:48
CACNG2,migraine,2026-04-09 21:32:48
CACNG3,migraine,2026-04-09 21:32:48
CACNG4,migraine,2026-04-09 21:32:48
CACNG5,migraine,2026-04-09 21:32:48
CACNG6,migraine,2026-04-09 21:32:48
CACNG7,migraine,2026-04-09 21:32:48
CACNG8,migraine,2026-04-09 21:32:48
CACNL1A4,migraine,2026-04-09 21:32:48
CAD,migraine,2026-04-09 21:32:48
CADASIL,migraine,2026-04-09 21:32:48
CADASIL1,migraine,2026-04-09 21:32:48
CADM1,migraine,2026-04-09 21:32:48
CADM2,migraine,2026-04-09 21:32:48
CADM2-AS1,migraine,2026-04-09 21:32:48
CADM3,migraine,2026-04-09 21:32:48
CAGE1,migraine,2026-04-09 21:32:48
CALCA,migraine,2026-04-09 21:32:48
CALCB,migraine,2026-04-09 21:32:48
CALCIFICATION,migraine,2026-04-09 21:32:48
CALCITONIN,migraine,2026-04-09 21:32:48
CALCITONIN-,migraine,2026-04-09 21:32:48
CALCIUM,migraine,2026-04-09 21:32:48
CALCP,migraine,2026-04-09 21:32:48
CALCR,migraine,2026-04-09 21:32:48
CALCRL,migraine,2026-04-09 21:32:48
CALM1,migraine,2026-04-09 21:32:48
CALM2,migraine,2026-04-09 21:32:48
CALM3,migraine,2026-04-09 21:32:48
CALR,migraine,2026-04-09 21:32:48
CALY,migraine,2026-04-09 21:32:48
CAMK1D,migraine,2026-04-09 21:32:48
CAMK2,migraine,2026-04-09 21:32:48
CAMK2A,migraine,2026-04-09 21:32:48
CAMK2B,migraine,2026-04-09 21:32:48
CAMK2G,migraine,2026-04-09 21:32:48
CAMKMT,migraine,2026-04-09 21:32:48
CAMKV,migraine,2026-04-09 21:32:48
CAMTA1,migraine,2026-04-09 21:32:48
CAMTA1-AS3,migraine,2026-04-09 21:32:48
CAMTA1-DT,migraine,2026-04-09 21:32:48
CAP1,migraine,2026-04-09 21:32:48
CAP1P1,migraine,2026-04-09 21:32:48
CAPG,migraine,2026-04-09 21:32:48
CAPN12,migraine,2026-04-09 21:32:48
CAPN3,migraine,2026-04-09 21:32:48
CAPRIN2,migraine,2026-04-09 21:32:48
CARD14,migraine,2026-04-09 21:32:48
CARF,migraine,2026-04-09 21:32:48
CARMIL2,migraine,2026-04-09 21:32:48
CARRIER,migraine,2026-04-09 21:32:48
CARS2,migraine,2026-04-09 21:32:48
CASC15,migraine,2026-04-09 21:32:48
CASEIN,migraine,2026-04-09 21:32:48
CASK,migraine,2026-04-09 21:32:48
CASP1,migraine,2026-04-09 21:32:48
CASP3,migraine,2026-04-09 21:32:48
CASP6,migraine,2026-04-09 21:32:48
CASP7,migraine,2026-04-09 21:32:48
CASQ 1,migraine,2026-04-09 21:32:48
CASQ1,migraine,2026-04-09 21:32:48
CASR,migraine,2026-04-09 21:32:48
CAST,migraine,2026-04-09 21:32:48
CASZ1,migraine,2026-04-09 21:32:48
CAT,migraine,2026-04-09 21:32:48
CATSPER1,migraine,2026-04-09 21:32:48
CAV1,migraine,2026-04-09 21:32:48
CAV2,migraine,2026-04-09 21:32:48
CBFB,migraine,2026-04-09 21:32:48
CBG,migraine,2026-04-09 21:32:48
CBLIF,migraine,2026-04-09 21:32:48
CBLN1,migraine,2026-04-09 21:32:48
CBLN2,migraine,2026-04-09 21:32:48
CBLN3,migraine,2026-04-09 21:32:48
CBLN4,migraine,2026-04-09 21:32:48
CBR1,migraine,2026-04-09 21:32:48
CBR3,migraine,2026-04-09 21:32:48
CBS,migraine,2026-04-09 21:32:48
CBWD4P,migraine,2026-04-09 21:32:48
CBX3P5,migraine,2026-04-09 21:32:48
CBX5P1,migraine,2026-04-09 21:32:48
CC2D1A,migraine,2026-04-09 21:32:48
CCDC102B,migraine,2026-04-09 21:32:48
CCDC103,migraine,2026-04-09 21:32:48
CCDC107,migraine,2026-04-09 21:32:48
CCDC134,migraine,2026-04-09 21:32:48
CCDC137P1,migraine,2026-04-09 21:32:48
CCDC137P2,migraine,2026-04-09 21:32:48
CCDC141,migraine,2026-04-09 21:32:48
CCDC146,migraine,2026-04-09 21:32:48
CCDC163,migraine,2026-04-09 21:32:48
CCDC172,migraine,2026-04-09 21:32:48
CCDC18-AS1,migraine,2026-04-09 21:32:48
CCDC184,migraine,2026-04-09 21:32:48
CCDC188,migraine,2026-04-09 21:32:48
CCDC201,migraine,2026-04-09 21:32:48
CCDC24,migraine,2026-04-09 21:32:48
CCDC3,migraine,2026-04-09 21:32:48
CCDC30,migraine,2026-04-09 21:32:48
CCDC40,migraine,2026-04-09 21:32:48
CCDC47,migraine,2026-04-09 21:32:48
CCDC51,migraine,2026-04-09 21:32:48
CCDC57,migraine,2026-04-09 21:32:48
CCDC71,migraine,2026-04-09 21:32:48
CCDC82,migraine,2026-04-09 21:32:48
CCDC87,migraine,2026-04-09 21:32:48
CCDC88C,migraine,2026-04-09 21:32:48
CCDC97,migraine,2026-04-09 21:32:48
CCDST,migraine,2026-04-09 21:32:48
CCHCR1,migraine,2026-04-09 21:32:48
CCK,migraine,2026-04-09 21:32:48
CCKAR,migraine,2026-04-09 21:32:48
CCKBR,migraine,2026-04-09 21:32:48
CCL14,migraine,2026-04-09 21:32:48
CCL18,migraine,2026-04-09 21:32:48
CCL19,migraine,2026-04-09 21:32:48
CCL2,migraine,2026-04-09 21:32:48
CCL22,migraine,2026-04-09 21:32:48
CCL25,migraine,2026-04-09 21:32:48
CCL27,migraine,2026-04-09 21:32:48
CCL3,migraine,2026-04-09 21:32:48
CCL4,migraine,2026-04-09 21:32:48
CCL5,migraine,2026-04-09 21:32:48
CCL8,migraine,2026-04-09 21:32:48
CCM2L,migraine,2026-04-09 21:32:48
CCN6,migraine,2026-04-09 21:32:48
CCND2,migraine,2026-04-09 21:32:48
CCR1,migraine,2026-04-09 21:32:48
CCR2,migraine,2026-04-09 21:32:48
CCR4,migraine,2026-04-09 21:32:48
CCR5,migraine,2026-04-09 21:32:48
CCS,migraine,2026-04-09 21:32:48
CCT3,migraine,2026-04-09 21:32:48
CCT6P3,migraine,2026-04-09 21:32:48
CCT7P1,migraine,2026-04-09 21:32:48
CCT8,migraine,2026-04-09 21:32:48
CD14,migraine,2026-04-09 21:32:48
CD151,migraine,2026-04-09 21:32:48
CD160,migraine,2026-04-09 21:32:48
CD163,migraine,2026-04-09 21:32:48
CD177,migraine,2026-04-09 21:32:48
CD19,migraine,2026-04-09 21:32:48
CD200R1,migraine,2026-04-09 21:32:48
CD22,migraine,2026-04-09 21:32:48
CD226,migraine,2026-04-09 21:32:48
CD24,migraine,2026-04-09 21:32:48
CD27,migraine,2026-04-09 21:32:48
CD274,migraine,2026-04-09 21:32:48
CD28,migraine,2026-04-09 21:32:48
CD302,migraine,2026-04-09 21:32:48
CD33,migraine,2026-04-09 21:32:48
CD34,migraine,2026-04-09 21:32:48
CD36,migraine,2026-04-09 21:32:48
CD38,migraine,2026-04-09 21:32:48
CD4,migraine,2026-04-09 21:32:48
CD40,migraine,2026-04-09 21:32:48
CD40LG,migraine,2026-04-09 21:32:48
CD46,migraine,2026-04-09 21:32:48
CD5,migraine,2026-04-09 21:32:48
CD55,migraine,2026-04-09 21:32:48
CD6,migraine,2026-04-09 21:32:48
CD68,migraine,2026-04-09 21:32:48
CD69,migraine,2026-04-09 21:32:48
CD7,migraine,2026-04-09 21:32:48
CD70,migraine,2026-04-09 21:32:48
CD72,migraine,2026-04-09 21:32:48
CD74,migraine,2026-04-09 21:32:48
CD79A,migraine,2026-04-09 21:32:48
CD8A,migraine,2026-04-09 21:32:48
CD8B2,migraine,2026-04-09 21:32:48
CD93,migraine,2026-04-09 21:32:48
CDC123,migraine,2026-04-09 21:32:48
CDC16,migraine,2026-04-09 21:32:48
CDC27,migraine,2026-04-09 21:32:48
CDC42,migraine,2026-04-09 21:32:48
CDC42P5,migraine,2026-04-09 21:32:48
CDC5L,migraine,2026-04-09 21:32:48
CDCA2,migraine,2026-04-09 21:32:48
CDCA5,migraine,2026-04-09 21:32:48
CDCP1,migraine,2026-04-09 21:32:48
CDCP2,migraine,2026-04-09 21:32:48
CDH1,migraine,2026-04-09 21:32:48
CDH13,migraine,2026-04-09 21:32:48
CDH13-AS1,migraine,2026-04-09 21:32:48
CDH18,migraine,2026-04-09 21:32:48
CDH18-AS1,migraine,2026-04-09 21:32:48
CDH4,migraine,2026-04-09 21:32:48
CDH4-AS1,migraine,2026-04-09 21:32:48
CDH4-AS2,migraine,2026-04-09 21:32:48
CDH5,migraine,2026-04-09 21:32:48
CDHR4,migraine,2026-04-09 21:32:48
CDIP1,migraine,2026-04-09 21:32:48
CDIPT,migraine,2026-04-09 21:32:48
CDK13,migraine,2026-04-09 21:32:48
CDK19,migraine,2026-04-09 21:32:48
CDK2,migraine,2026-04-09 21:32:48
CDK4,migraine,2026-04-09 21:32:48
CDK8,migraine,2026-04-09 21:32:48
CDKL5,migraine,2026-04-09 21:32:48
CDKN2A,migraine,2026-04-09 21:32:48
CDKN2A-AS1,migraine,2026-04-09 21:32:48
CDKN2B,migraine,2026-04-09 21:32:48
CDKN2B-AS1,migraine,2026-04-09 21:32:48
CDKN2C,migraine,2026-04-09 21:32:48
CDNF,migraine,2026-04-09 21:32:48
CDY1,migraine,2026-04-09 21:32:48
CEACAM21,migraine,2026-04-09 21:32:48
CEACAM3,migraine,2026-04-09 21:32:48
CEACAM5,migraine,2026-04-09 21:32:48
CEACAM7,migraine,2026-04-09 21:32:48
CEACAMP3,migraine,2026-04-09 21:32:48
CEBPB,migraine,2026-04-09 21:32:48
CEBPZ,migraine,2026-04-09 21:32:48
CECR1,migraine,2026-04-09 21:32:48
CECR7,migraine,2026-04-09 21:32:48
CELF2,migraine,2026-04-09 21:32:48
CELF4,migraine,2026-04-09 21:32:48
CELSR1,migraine,2026-04-09 21:32:48
CELSR2,migraine,2026-04-09 21:32:48
CELSR3,migraine,2026-04-09 21:32:48
CEMIP,migraine,2026-04-09 21:32:48
CENPE,migraine,2026-04-09 21:32:48
CENPF,migraine,2026-04-09 21:32:48
CENPM,migraine,2026-04-09 21:32:48
CEP192,migraine,2026-04-09 21:32:48
CEP57L1,migraine,2026-04-09 21:32:48
CEREBELLAR,migraine,2026-04-09 21:32:48
CEREBRAL,migraine,2026-04-09 21:32:48
CERK,migraine,2026-04-09 21:32:48
CERS1,migraine,2026-04-09 21:32:48
CERT1,migraine,2026-04-09 21:32:48
CES1,migraine,2026-04-09 21:32:48
CETP,migraine,2026-04-09 21:32:48
CFAP299,migraine,2026-04-09 21:32:48
CFAP300,migraine,2026-04-09 21:32:48
CFAP410,migraine,2026-04-09 21:32:48
CFAP46,migraine,2026-04-09 21:32:48
CFB,migraine,2026-04-09 21:32:48
CFD,migraine,2026-04-09 21:32:48
CFDP1,migraine,2026-04-09 21:32:48
CFH,migraine,2026-04-09 21:32:48
CFHR1,migraine,2026-04-09 21:32:48
CFHR3,migraine,2026-04-09 21:32:48
CFTR,migraine,2026-04-09 21:32:48
CGA,migraine,2026-04-09 21:32:48
CGAS,migraine,2026-04-09 21:32:48
CGGBP1,migraine,2026-04-09 21:32:48
CGRP,migraine,2026-04-09 21:32:48
CHADL,migraine,2026-04-09 21:32:48
CHANNEL,migraine,2026-04-09 21:32:48
CHCHD3P1,migraine,2026-04-09 21:32:48
CHD2,migraine,2026-04-09 21:32:48
CHD4,migraine,2026-04-09 21:32:48
CHEK2,migraine,2026-04-09 21:32:48
CHFR,migraine,2026-04-09 21:32:48
CHGA,migraine,2026-04-09 21:32:48
CHI3L1,migraine,2026-04-09 21:32:48
CHIARI,migraine,2026-04-09 21:32:48
CHIC2,migraine,2026-04-09 21:32:48
CHILD,migraine,2026-04-09 21:32:48
CHILDHOOD,migraine,2026-04-09 21:32:48
CHKA,migraine,2026-04-09 21:32:48
CHKB,migraine,2026-04-09 21:32:48
CHLSN,migraine,2026-04-09 21:32:48
CHM,migraine,2026-04-09 21:32:48
CHMP4C,migraine,2026-04-09 21:32:48
CHP1,migraine,2026-04-09 21:32:48
CHPT1,migraine,2026-04-09 21:32:48
CHRM1,migraine,2026-04-09 21:32:48
CHRM2,migraine,2026-04-09 21:32:48
CHRM4,migraine,2026-04-09 21:32:48
CHRNA2,migraine,2026-04-09 21:32:48
CHRNA4,migraine,2026-04-09 21:32:48
CHRNA7,migraine,2026-04-09 21:32:48
CHRNB1,migraine,2026-04-09 21:32:48
CHST13,migraine,2026-04-09 21:32:48
CHST6,migraine,2026-04-09 21:32:48
CHURC1,migraine,2026-04-09 21:32:48
CIB2,migraine,2026-04-09 21:32:48
CICP14,migraine,2026-04-09 21:32:48
CIMAP1A,migraine,2026-04-09 21:32:48
CIMIP7,migraine,2026-04-09 21:32:48
CINNAMON,migraine,2026-04-09 21:32:48
CISD2,migraine,2026-04-09 21:32:48
CISH,migraine,2026-04-09 21:32:48
CIT,migraine,2026-04-09 21:32:48
CKAP5,migraine,2026-04-09 21:32:48
CKS1BP2,migraine,2026-04-09 21:32:48
CKS1BP5,migraine,2026-04-09 21:32:48
CLCN1,migraine,2026-04-09 21:32:48
CLCN2,migraine,2026-04-09 21:32:48
CLCNKB,migraine,2026-04-09 21:32:48
CLDN10,migraine,2026-04-09 21:32:48
CLDN5,migraine,2026-04-09 21:32:48
CLEC10A,migraine,2026-04-09 21:32:48
CLEC12A,migraine,2026-04-09 21:32:48
CLEC12B,migraine,2026-04-09 21:32:48
CLEC18A,migraine,2026-04-09 21:32:48
CLEC4C,migraine,2026-04-09 21:32:48
CLHC1,migraine,2026-04-09 21:32:48
CLIC4,migraine,2026-04-09 21:32:48
CLIC5,migraine,2026-04-09 21:32:48
CLOCK,migraine,2026-04-09 21:32:48
CLP1,migraine,2026-04-09 21:32:48
CLSTN1,migraine,2026-04-09 21:32:48
CLTRN,migraine,2026-04-09 21:32:48
CLU,migraine,2026-04-09 21:32:48
CLUSTER,migraine,2026-04-09 21:32:48
CLVS1,migraine,2026-04-09 21:32:48
CLVS2,migraine,2026-04-09 21:32:48
CMA1,migraine,2026-04-09 21:32:48
CMAHP,migraine,2026-04-09 21:32:48
CMAR,migraine,2026-04-09 21:32:48
CMB9-55F22.1,migraine,2026-04-09 21:32:48
CMPK1,migraine,2026-04-09 21:32:48
CMPK2,migraine,2026-04-09 21:32:48
CMTM8,migraine,2026-04-09 21:32:48
CNDP1,migraine,2026-04-09 21:32:48
CNDP2,migraine,2026-04-09 21:32:48
CNIH2,migraine,2026-04-09 21:32:48
CNKSR1,migraine,2026-04-09 21:32:48
CNNM1,migraine,2026-04-09 21:32:48
CNNM2,migraine,2026-04-09 21:32:48
CNOT11,migraine,2026-04-09 21:32:48
CNPY1,migraine,2026-04-09 21:32:48
CNPY3,migraine,2026-04-09 21:32:48
CNR1,migraine,2026-04-09 21:32:48
CNR2,migraine,2026-04-09 21:32:48
CNRIP1,migraine,2026-04-09 21:32:48
CNTN1,migraine,2026-04-09 21:32:48
CNTN4,migraine,2026-04-09 21:32:48
CNTNAP1,migraine,2026-04-09 21:32:48
COASY,migraine,2026-04-09 21:32:48
COCH,migraine,2026-04-09 21:32:48
COL13A1,migraine,2026-04-09 21:32:48
COL1A1,migraine,2026-04-09 21:32:48
COL1A2,migraine,2026-04-09 21:32:48
COL22A1,migraine,2026-04-09 21:32:48
COL25A1,migraine,2026-04-09 21:32:48
COL2A1,migraine,2026-04-09 21:32:48
COL3A1,migraine,2026-04-09 21:32:48
COL4A1,migraine,2026-04-09 21:32:48
COL4A1-,migraine,2026-04-09 21:32:48
COL4A2,migraine,2026-04-09 21:32:48
COL4A2-AS1,migraine,2026-04-09 21:32:48
COL4A3BP,migraine,2026-04-09 21:32:48
COL5A1,migraine,2026-04-09 21:32:48
COL5A2,migraine,2026-04-09 21:32:48
COL6A2,migraine,2026-04-09 21:32:48
COL6A3,migraine,2026-04-09 21:32:48
COL7A1,migraine,2026-04-09 21:32:48
COLEC11,migraine,2026-04-09 21:32:48
COLGALT1,migraine,2026-04-09 21:32:48
COLLAGEN,migraine,2026-04-09 21:32:48
COMBINED,migraine,2026-04-09 21:32:48
COMMD9,migraine,2026-04-09 21:32:48
COMPLEX,migraine,2026-04-09 21:32:48
COMT,migraine,2026-04-09 21:32:48
CONVERTING,migraine,2026-04-09 21:32:48
COPB1,migraine,2026-04-09 21:32:48
COQ8A,migraine,2026-04-09 21:32:48
CORIN,migraine,2026-04-09 21:32:48
CORO1A,migraine,2026-04-09 21:32:48
CORO6,migraine,2026-04-09 21:32:48
CORO7,migraine,2026-04-09 21:32:48
CORO7-PAM16,migraine,2026-04-09 21:32:48
CORT,migraine,2026-04-09 21:32:48
COX1,migraine,2026-04-09 21:32:48
COX19,migraine,2026-04-09 21:32:48
COX2,migraine,2026-04-09 21:32:48
COX3,migraine,2026-04-09 21:32:48
COX4I1,migraine,2026-04-09 21:32:48
COX5A,migraine,2026-04-09 21:32:48
COX5BP4,migraine,2026-04-09 21:32:48
COX7B2,migraine,2026-04-09 21:32:48
COX7BP2,migraine,2026-04-09 21:32:48
COX8A,migraine,2026-04-09 21:32:48
COXFA4,migraine,2026-04-09 21:32:48
COXFA4L2,migraine,2026-04-09 21:32:48
COXPD16,migraine,2026-04-09 21:32:48
CP,migraine,2026-04-09 21:32:48
CPA5,migraine,2026-04-09 21:32:48
CPA6,migraine,2026-04-09 21:32:48
CPAP,migraine,2026-04-09 21:32:48
CPE,migraine,2026-04-09 21:32:48
CPLX1,migraine,2026-04-09 21:32:48
CPNE1,migraine,2026-04-09 21:32:48
CPOX,migraine,2026-04-09 21:32:48
CPP,migraine,2026-04-09 21:32:48
CPQ,migraine,2026-04-09 21:32:48
CPS1,migraine,2026-04-09 21:32:48
CPS1-IT1,migraine,2026-04-09 21:32:48
CPSF1,migraine,2026-04-09 21:32:48
CPT1A,migraine,2026-04-09 21:32:48
CPT2,migraine,2026-04-09 21:32:48
CPZ,migraine,2026-04-09 21:32:48
CR848007.2,migraine,2026-04-09 21:32:48
CRBN,migraine,2026-04-09 21:32:48
CRCP,migraine,2026-04-09 21:32:48
CREB,migraine,2026-04-09 21:32:48
CREB1,migraine,2026-04-09 21:32:48
CREB3,migraine,2026-04-09 21:32:48
CREB3L1,migraine,2026-04-09 21:32:48
CREB3L3,migraine,2026-04-09 21:32:48
CREBBP,migraine,2026-04-09 21:32:48
CREBRF,migraine,2026-04-09 21:32:48
CRELD1,migraine,2026-04-09 21:32:48
CRH,migraine,2026-04-09 21:32:48
CRHR1,migraine,2026-04-09 21:32:48
CRHR2,migraine,2026-04-09 21:32:48
CRIPAK,migraine,2026-04-09 21:32:48
CRK,migraine,2026-04-09 21:32:48
CRLS1,migraine,2026-04-09 21:32:48
CRMP1,migraine,2026-04-09 21:32:48
CRP,migraine,2026-04-09 21:32:48
CRPPA,migraine,2026-04-09 21:32:48
CRY2,migraine,2026-04-09 21:32:48
CRYBA1,migraine,2026-04-09 21:32:48
CS,migraine,2026-04-09 21:32:48
CSAD,migraine,2026-04-09 21:32:48
CSE1L,migraine,2026-04-09 21:32:48
CSF1,migraine,2026-04-09 21:32:48
CSF1R,migraine,2026-04-09 21:32:48
CSF2,migraine,2026-04-09 21:32:48
CSF3,migraine,2026-04-09 21:32:48
CSH1,migraine,2026-04-09 21:32:48
CSK,migraine,2026-04-09 21:32:48
CSMD1,migraine,2026-04-09 21:32:48
CSNK1A1,migraine,2026-04-09 21:32:48
CSNK1A1L,migraine,2026-04-09 21:32:48
CSNK1D,migraine,2026-04-09 21:32:48
CSNK1G2,migraine,2026-04-09 21:32:48
CSNK1G3,migraine,2026-04-09 21:32:48
CSRNP3,migraine,2026-04-09 21:32:48
CST3,migraine,2026-04-09 21:32:48
CSTF2T,migraine,2026-04-09 21:32:48
CSTPP1,migraine,2026-04-09 21:32:48
CTA-29F11.1,migraine,2026-04-09 21:32:48
CTA-390C10.10,migraine,2026-04-09 21:32:48
CTAGE1,migraine,2026-04-09 21:32:48
CTB-171A8.1,migraine,2026-04-09 21:32:48
CTC-459F4.1,migraine,2026-04-09 21:32:48
CTC-510F12.4,migraine,2026-04-09 21:32:48
CTCF,migraine,2026-04-09 21:32:48
CTD-2017D11.1,migraine,2026-04-09 21:32:48
CTD-2228K2.7,migraine,2026-04-09 21:32:48
CTD-2270P14.5,migraine,2026-04-09 21:32:48
CTD-2303H24.2,migraine,2026-04-09 21:32:48
CTD-2651B20.3,migraine,2026-04-09 21:32:48
CTDP1,migraine,2026-04-09 21:32:48
CTDSP2,migraine,2026-04-09 21:32:48
CTH,migraine,2026-04-09 21:32:48
CTIF,migraine,2026-04-09 21:32:48
CTIF-AS1,migraine,2026-04-09 21:32:48
CTLA4,migraine,2026-04-09 21:32:48
CTNNA3,migraine,2026-04-09 21:32:48
CTNND1,migraine,2026-04-09 21:32:48
CTR9,migraine,2026-04-09 21:32:48
CTRB1,migraine,2026-04-09 21:32:48
CTRB2,migraine,2026-04-09 21:32:48
CTSA,migraine,2026-04-09 21:32:48
CTSF,migraine,2026-04-09 21:32:48
CTSG,migraine,2026-04-09 21:32:48
CTSH,migraine,2026-04-09 21:32:48
CTSS,migraine,2026-04-09 21:32:48
CTSW,migraine,2026-04-09 21:32:48
CUBN,migraine,2026-04-09 21:32:48
CUL3,migraine,2026-04-09 21:32:48
CUX1,migraine,2026-04-09 21:32:48
CUX2,migraine,2026-04-09 21:32:48
CVS,migraine,2026-04-09 21:32:48
CX3CL1,migraine,2026-04-09 21:32:48
CX3CR1,migraine,2026-04-09 21:32:48
CXCL1,migraine,2026-04-09 21:32:48
CXCL10,migraine,2026-04-09 21:32:48
CXCL11,migraine,2026-04-09 21:32:48
CXCL12,migraine,2026-04-09 21:32:48
CXCL13,migraine,2026-04-09 21:32:48
CXCL8,migraine,2026-04-09 21:32:48
CXCL9,migraine,2026-04-09 21:32:48
CXCR1,migraine,2026-04-09 21:32:48
CXCR3,migraine,2026-04-09 21:32:48
CXCR5,migraine,2026-04-09 21:32:48
CXCR6,migraine,2026-04-09 21:32:48
CYB5A,migraine,2026-04-09 21:32:48
CYB5AP3,migraine,2026-04-09 21:32:48
CYB5RL,migraine,2026-04-09 21:32:48
CYBB,migraine,2026-04-09 21:32:48
CYCLE,migraine,2026-04-09 21:32:48
CYCLE-DEPENDENT,migraine,2026-04-09 21:32:48
CYCLIC,migraine,2026-04-09 21:32:48
CYCS,migraine,2026-04-09 21:32:48
CYCSP55,migraine,2026-04-09 21:32:48
CYFIP2,migraine,2026-04-09 21:32:48
CYGB,migraine,2026-04-09 21:32:48
CYP,migraine,2026-04-09 21:32:48
CYP17A1,migraine,2026-04-09 21:32:48
CYP19A1,migraine,2026-04-09 21:32:48
CYP1A1,migraine,2026-04-09 21:32:48
CYP1A2,migraine,2026-04-09 21:32:48
CYP21A1P,migraine,2026-04-09 21:32:48
CYP21A2,migraine,2026-04-09 21:32:48
CYP24A1,migraine,2026-04-09 21:32:48
CYP26B1,migraine,2026-04-09 21:32:48
CYP2C18,migraine,2026-04-09 21:32:48
CYP2C19,migraine,2026-04-09 21:32:48
CYP2C58P,migraine,2026-04-09 21:32:48
CYP2C9,migraine,2026-04-09 21:32:48
CYP2D6,migraine,2026-04-09 21:32:48
CYP2J2,migraine,2026-04-09 21:32:48
CYP2R1,migraine,2026-04-09 21:32:48
CYP2W1,migraine,2026-04-09 21:32:48
CYP3A4,migraine,2026-04-09 21:32:48
CYP3A5,migraine,2026-04-09 21:32:48
CYP46A1,migraine,2026-04-09 21:32:48
CYP4B1,migraine,2026-04-09 21:32:48
CYP4F11,migraine,2026-04-09 21:32:48
CYP4F24P,migraine,2026-04-09 21:32:48
CYP4F3,migraine,2026-04-09 21:32:48
CYP4F32P,migraine,2026-04-09 21:32:48
CYP4F60P,migraine,2026-04-09 21:32:48
CYP7B1,migraine,2026-04-09 21:32:48
CYR61,migraine,2026-04-09 21:32:48
CYRIB,migraine,2026-04-09 21:32:48
CYS1,migraine,2026-04-09 21:32:48
CYSLTR1,migraine,2026-04-09 21:32:48
CYTB,migraine,2026-04-09 21:32:48
CYTIP,migraine,2026-04-09 21:32:48
CYTOR,migraine,2026-04-09 21:32:48
Ca(2+),migraine,2026-04-09 21:32:48
CaV2.1,migraine,2026-04-09 21:32:48
Cacna1a,migraine,2026-04-09 21:32:48
Cacna1g,migraine,2026-04-09 21:32:48
Calb2,migraine,2026-04-09 21:32:48
Calsequestrin 2,migraine,2026-04-09 21:32:48
Casq2,migraine,2026-04-09 21:32:48
